Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  12/1989;0;0;0;0;0;0;0;0;0;0;6.9;0;0;0.3;24.8;13.8;0;0;2;24.9;0.7;0.1;0;0;0;0;68.3;7.7;5;5.2;16.3;68.3;176
  01/1990;19.8;24.2;21;1.4;7.9;20.3;1.2;34.4;0;11.2;6.6;13.1;3.1;0;0.7;28.6;0.6;0;0;0.3;2;18.4;56;38;0;0;0;0;0;0;0;56;308.8
  02/1990;0;0;0;0;0;0;0;0;1.5;0;0.1;0;5.8;5.6;1.1;32;20.1;0;0;0;0;0;34.3;6.7;4.3;0.8;0;0.9;---;---;---;34.3;113.2
  03/1990;3.2;32.3;0;0;0;30.4;16.5;0;0;0;40;27.4;0;0;0.4;0;0.1;0;23.4;6.4;2.3;46.4;43;2.7;0;0;0.8;0;0;0;0;46.4;275.3
  04/1990;0;0;0;0;0;0;2.7;0;0.5;0;0.1;0.2;0;0;21.3;14.9;0;0.1;40.9;12.1;0;0;0;0;0;0;0;0;0;15.2;---;40.9;108
  05/1990;16.6;7.8;0;0;0.1;0;6.7;0;0;0;2.2;14.5;0;0;0;11.4;1.6;11.2;0;0;0;0;0;0;0.1;0;0;0;0;0;0;16.6;72.2
  06/1990;0;0;0;0;0;0;17.2;0.1;0;0;0.1;0.1;0;0;2.9;0;0;0;0;0;8.8;0;0;0;0;0.4;0;0;0;0;---;17.2;29.6
  07/1990;0;0;0;0;8.9;3;0;0;0;0.4;2.3;1.1;0.9;0;0;0;28.5;0.1;7.8;12.5;1.6;9.2;0.7;9;6.7;8;1.1;20.3;0.1;0.1;0.1;28.5;122.4
  08/1990;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0.1;0;0;5.7;0.5;0;19.3;0.6;0.2;1.6;0.6;0.2;0;0;9.1;0.3;0;0;19.3;38.4
  09/1990;0;7.6;0;0;0.3;0;0;13.8;0.1;0.1;0.1;0;12;35.6;1;0.1;0;0;0;0;0;0;0.2;3.8;0.9;0;0;0;0;0.7;---;35.6;76.3
  10/1990;0.9;1;1.2;0.1;0.3;0;0;0;0;0;0;2.7;9.6;0;6.5;14.1;21.1;4.4;3.3;22.2;2;1;0;0;0.7;0;0;0;0;0;0;22.2;91.1
  11/1990;0;21.7;0;0;12.1;4.5;2.1;26.5;5.3;3.3;4.5;0.4;0;0;0;0;0;0;10.5;0;0;2.7;0;3;24.9;0;0;0.3;0;0;---;26.5;121.8
  12/1990;0;0;0;0;0;0.4;37.6;10.8;1.3;0;12.5;0.3;29.5;10;12.3;0;0;0;0;20.6;0;0;0.2;0;0;8;0;0;9.2;5.5;0;37.6;158.2
  01/1991;0;1.7;12.3;22.8;20.7;0.2;0;0;0;0;0;16.7;0.2;0;57.6;32;2.3;8.1;0.1;0;0;0;2;0;0;38.6;59.4;29.2;0;1.6;1.4;59.4;306.9
  02/1991;3.2;7;5.6;17.7;29.5;16.1;33.3;13.3;17.8;19.9;0;11.4;4.2;0;0;0.5;0;12.9;26.5;0;0;0;0.4;2.1;0;0;0;14.3;---;---;---;33.3;235.7
  03/1991;4.9;23.5;11.9;2.9;73.9;6.7;5.2;9.5;0;2.2;0;36.4;1.1;8.6;8;0.1;0;0;23;98;4.4;24.4;0.9;1.6;2.5;40;23.8;37.4;15.5;5.5;1.1;98;473
  04/1991;2.6;0;0;0;10.7;0.2;0;0;20.4;0;0;0.1;21.6;0.5;0;17.8;24.4;0;3.8;1.7;0;0;0.1;0;61.3;27.5;15.7;0;0;2.8;---;61.3;211.2
  05/1991;2.8;0;0.1;0.1;0;1.7;5.8;19.9;0;0;0;0;0;0;5.4;8.1;0;0.3;0;0;0.1;0;11.3;0;0;0;0;0;0;0;0;19.9;55.6
  06/1991;0;0;0;0;0;0;0;2.6;3.9;0.3;0;0;0;0;0;0;0;0;0;0;12.6;4.4;6.2;1.5;21.6;0;0;0;1;12.2;---;21.6;66.3
  07/1991;0;0;0;0;0;0;0;0;0;0;8.6;0;5.9;10.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.2;24.7
  08/1991;0;3.6;1.9;0;0;0;3.5;13.5;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.5;41
  09/1991;0.1;5.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;4.1;9.2;0;0;0;4.3;0.6;8.1;0;0;4.8;36.2;---;36.2;72.6
  10/1991;28.7;0;5.2;0.2;0;20.9;53.4;1.1;1.4;6.8;14.8;0;0;0;0;0;0;0;0.2;0;0.3;0;0;0;0;1.3;0;0;0;0;0;53.4;134.3
  11/1991;1.1;11.9;2.2;0.2;0;0;0;0;0;12.3;0;0;41.2;0;9.3;0;0.6;0;0;0;0;0;0;0;0;0;0;1;0;0.2;---;41.2;80
  12/1991;3.6;6.6;0;0;0;7.3;37.1;1.2;3.9;4.1;20.1;0.6;0;0;0;24.1;30.7;0.7;1.8;16.9;0;0;6.7;0.3;0.4;0;4;27.9;0.2;0;24;37.1;222.2
  01/1992;0;4;8.4;0;0;0;0;0;0;2.5;0;0.2;46.7;9.5;0.7;3;5.8;0.5;0;0;0;0.5;11.4;0;0;0;8.5;0;0.6;37;4.1;46.7;143.4
  02/1992;1.3;0;0;0.8;0;0.9;20.5;2.7;19.6;0;0;0;0;0;0;4.5;0;7.5;0;0;0.8;2.8;8.1;3.9;6.9;52;0;16.3;1.1;---;---;52;149.7
  03/1992;0;3.3;4.6;1.6;5.7;0;0.4;6.5;0;4;0;57.9;0;0;0;0;15.6;6.1;1;73.1;0;0;5.7;0.1;13.4;3;0;5.3;2.7;25.3;15.4;73.1;250.7
  04/1992;5.4;0.4;0;0;0;0.1;0;0;0.6;0;0;3.7;0;1.4;0;0;0;0;0;1.5;1.6;0;0;0;0;8.4;0.2;2.9;0;19.9;---;19.9;46.1
  05/1992;0;10.1;1;16.9;0.2;0.1;0.4;0;0;0;0;0;12.1;2.4;0;0;0;0;3.8;2.8;0;0;12.5;0;0;0;0;0;0;0;0;16.9;62.3
  06/1992;0.3;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;7.3;0;0;0;0;0;0;0.1;0.4;---;7.3;8.4
  07/1992;0;0;0.2;0;0;0;17.2;6.3;4.9;0;0;0;0;0;0;0.3;0.6;2;0;0;0;0;1.2;1.9;0.2;0;0.1;0;0;0;0;17.2;34.9
  08/1992;0;1.7;2.1;0;0;0;0;0;0.1;0.1;0;0;4.3;0;0;0;0;0.5;3.1;0;0.1;27.5;8.4;5.7;0;0;0;0;0;0;0;27.5;53.6
  09/1992;0;1.4;0.1;0;2.1;0.6;20.8;4.3;0.3;0;0;1.2;11;0;12.5;38.5;0;1.1;2.2;0;0;0;11;0;5.6;13.5;0.1;3.6;1.8;0;---;38.5;131.7
  10/1992;0;1.7;8.8;0.3;0;0;55.9;5.1;3.5;0;0;7.6;16.7;0;0;0;17.8;1.1;9.7;0;0.5;2.4;0;0;0;0;0;39.3;4.1;21.3;9.1;55.9;204.9
  11/1992;0;0;0;36.9;7.6;2.4;3;1.1;27.4;0.6;0;0;0;0;0;0;13.9;0;0;0;0;6.9;18.8;0.7;10.2;38.8;3;0.4;0;0;---;38.8;171.7
  12/1992;11.1;34.8;1;0;0;0;21.3;0;0;0.2;65.6;26.3;1.5;0;0;0;0;5.1;0;0;14.2;0;0;0;0;1.5;0;0;0;0;2.7;65.6;185.3
  01/1993;0;0;4.4;2.6;25.8;0.9;0;0;3;17;9.7;9.4;6.8;12;0;0;3.2;14.1;16.6;0;0;0;0;0;19.5;21.6;4.4;0;0;0;2.3;25.8;173.3
  02/1993;12.1;0.1;8.9;14.7;0.6;0;0;5.7;2.9;0;0;2.7;8.6;0;32.5;47.3;29.9;4.1;23.5;0;0;9;14.5;20.2;0;0;0;3.5;---;---;---;47.3;240.8
  03/1993;0;0;0;5.1;25.7;0;0;0;0;0;0;0;0;0;3.8;24.4;2.4;1.7;0.4;3.7;0.8;0.5;4.8;47.1;20.3;0;1.4;1.1;1.7;11;0;47.1;155.9
  04/1993;0;5.9;3.9;0;1.3;2.2;0;0;17.4;0;0;0;0.8;0;0.1;0.1;0;0;0;0;0;0;0;15.2;0;0.1;0;0;0;0;---;17.4;47
  05/1993;0;0;0;0;0;9;0;0;0.1;0;0.1;0;0;4.5;17.7;0;0.1;0;0;0.1;0.1;0;0;0.1;0;0;0;5.1;0.2;0;42.4;42.4;79.5
  06/1993;2.3;0.6;0;0;0.7;2.8;6.3;0;0;1;19.7;0.3;0.1;0;0;0;0;4.5;15.4;0;0;0;0;0;0;0;0;0;0;0;---;19.7;53.7
  07/1993;0.1;0;0;0;0;0;0;0.1;0;0;0;0;0;1.4;9.2;0.1;0;0;0;0.1;0;0;0;0;0.3;0.2;0;0;0;0.9;4.4;9.2;16.8
  08/1993;0;0;4.2;0;0;0;0;0;0;0;1.1;0;0;0;0;0;0;0;0;0;0;0;0;21.2;43.7;0;0;0;0;0;0;43.7;70.2
  09/1993;0;0;0;14;0;0;0;10.9;0.1;2.1;4.2;5.3;0.5;0;6.3;20.5;1.5;0;0;0;5.4;45.5;9.5;20;9.6;1.3;16.1;8.3;0;0;---;45.5;181.1
  10/1993;0.7;0;0;9.6;11.5;45.6;2.6;0.6;0;0;0;0;0;0;0;0;0;0;7.5;0;4.1;6.5;9.6;0.6;0.4;0;19.1;0;0;0;0;45.6;118.4
  11/1993;0;1.2;0;0;0;0;26.8;0;0;0.1;0;0;0;0;0;0.6;0;11.6;0.1;0.4;0;0;4.5;0.2;0.4;0;13.3;0.2;0;0;---;26.8;59.4
  12/1993;4.4;0.5;0;0.1;0;0;0;0;27.7;0;10.7;12.2;0;0;0;0;2.5;1.2;0;0.1;14.7;0;0;0;0.2;3.6;7.5;0;16.1;6.9;0;27.7;108.4
  01/1994;0;0;0;2.7;0.9;0.1;0;0;15.2;25.1;0;0;0;20.8;0;0;1.4;14.3;24.9;0.2;10;14.1;4.3;0;9.5;0.6;5.7;20.8;36.7;0.1;5;36.7;212.4
  02/1994;1.6;35.7;6;22.3;0.1;24;19;21.9;31.7;0;2.6;0.6;19.7;1.4;6.5;0;0;0;0;0;0.1;0;1;0.1;38;16.9;0.3;0;---;---;---;38;249.5
  03/1994;0;11.9;7.4;0.7;0;0;6.8;16.8;0;2.9;17;14.6;0;0;0;0.1;0;0;0;37.1;7.4;13.8;2.2;0;0;8;16;0;0;0;0;37.1;162.7
  04/1994;9.6;1.8;0.3;0;0;0;0;1.9;5.7;0;0.1;0;0;4.8;0;0;0;0;12.9;2.1;0;28.4;11;0.8;0;0.6;0;0;0;0;---;28.4;80
  05/1994;0;0;0;0;0;0;0;0;0;0;0;0;0;5.9;1.7;0.1;0;0;0;0;0;0;0;1.4;7.9;0;8.5;4;0;0.4;0;8.5;29.9
  06/1994;0;0.5;0;0;5.1;0;0;0;4.7;0;0.1;0.1;0;0;0;0;0;0;0;0;0;4.5;9.4;0;4.5;11.6;0;0;0.1;0;---;11.6;40.6
  07/1994;0;0;0.3;0;0.2;1.2;0;0.2;2;0.4;1.5;0.9;0;0;0;0;0;0;0;0;0;0;16.2;12.9;0;0;0;0;0;0;0;16.2;35.8
  08/1994;0;0;0;1;0.7;0.5;0.9;0;0;0;0.7;0.3;0;0;0;0;0.6;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5.5
  09/1994;0;0;0;0.2;0.1;0;0;0;0.4;0.2;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;2;1.9;0;0;---;2;5.5
  10/1994;0.8;0.9;0;0.4;0.7;0;0.5;0;0;0;0.2;0;0;1;0.3;0;0;3.2;0;0;6.1;0;1;0;5.8;8.4;17.1;1.2;0.8;2.1;1.6;17.1;52.1
  11/1994;0;3.7;0;0;0.3;0;0;0.2;0;0;0;0;0;16.9;0;0;27;11.8;23.8;2.7;0;0;0;0;0;0;0;21.1;26.6;0;---;27;134.1
  12/1994;0;0;0;0;9.3;29.4;22.9;8;0.2;0;1.7;1.7;0;0;0;0;0;20.5;21.4;1;0;52.5;38.1;1.2;0;0;0.1;36.8;0;0;32.9;52.5;277.7
  01/1995;29;3.2;4.4;10.3;0.2;0.2;0;15.8;0.9;3.5;0;20.3;24.7;40.8;25.4;0;0;0.4;2.8;7.6;1;3.6;1.8;0.6;0;0;0;44.6;26.4;0.8;6.9;44.6;275.2
  02/1995;10.6;32.4;52.1;5.9;35.7;37.1;42.4;13.3;22.5;18.4;0.5;0.8;6.7;16.3;0.1;0;25.8;0.1;60.6;27.5;19.4;11.3;0;0;0.1;0;0;0;---;---;---;60.6;439.6
  03/1995;1.5;13;0.1;9.9;0.1;0;0;0;0;24.3;3.2;0.6;0;23.3;0.2;11.6;0;0;0;0.1;0;0;0.5;20.9;9.4;3.1;0;0;0;34.9;20.8;34.9;177.5
  04/1995;8.8;1.2;0;2.3;0;0;0;0;0;15.4;0;23.7;0.2;0.5;0;0;0;0;0;19.6;9.8;1.7;0;0;0;0;0;0;0;0;---;23.7;83.2
  05/1995;0;0;0;0;0;0.8;4.2;14.1;0;1.2;14.5;0;0;0;0;0;0.1;3.2;5;0;0;0.8;0;0;0;0;0.2;0;0;0;0;14.5;44.1
  06/1995;0;0;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0;0;2;20.7;3.1;0.3;0;0;0;0;8.7;0;0;0;1.6;---;20.7;36.6
  07/1995;0.7;0;0;0;0;0;0;2.6;2;26.8;0.8;0;0.1;0.1;0;0;0;0;0;0;0;13.6;0;0;0;0;0;0;0;0;0.1;26.8;46.8
  08/1995;0;0;0;0;10.1;13.8;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;24.2
  09/1995;0;0;0.7;0;0;0;0;0;0;0;0;0;3;0;0.2;0.4;0.1;6;0.6;1.8;2.3;0;0;28.9;3.8;0;11.8;0;0.6;0;---;28.9;60.2
  10/1995;0;0;0.5;0.1;0;6.9;0.6;0;12.3;0;0;0;0;45;1;25.8;13.1;17.6;0.5;0.1;27.1;7.8;0;0.1;0;0;0;0;11.3;14.7;10.8;45;195.3
  11/1995;0.3;8.5;0;7.8;0;0;0;0;0;0;2.6;1;2.2;1.1;0;41.7;0;0;0.1;0;0;0;0;0;0.2;0;0;29.1;1.1;0;---;41.7;95.7
  12/1995;0;0.1;0;0;10;0;0;0;3.8;0;0;0.1;21.8;14.4;0;0;0;0;3.5;0.6;0;0;0;5.5;0.1;9.9;1.4;29.3;24;37.6;10.2;37.6;172.3
  01/1996;0;0;55.9;69.9;2.3;11.2;25.9;0;11.4;0;1;0;3;8.1;0;35.9;0;7.5;6.8;0;10.2;6.5;0;0;0;29.6;0;51.2;0;0;52.1;69.9;388.5
  02/1996;0;0;4;0;31.2;0;29.7;22.5;0;0.2;8.7;0.4;2.6;2;0.5;0;0;0;7.6;9.9;0;10.6;0;0.3;0;33.8;35.4;46.1;2.2;---;---;46.1;247.7
  03/1996;2.8;12.9;29.2;10.3;57.2;0;23.9;37.7;21.4;1;2.2;0;0.1;0;15;11.4;17.5;3.5;0.1;55.4;16.5;0.8;2.3;12.8;0;0;0;6.7;0;1.7;0;57.2;342.4
  04/1996;3.5;1.1;0;0;0;0;0;0;0;1.5;13.8;2.7;0.7;0.4;0.2;0.7;8.6;0.6;0;0.6;0;0;0;0;0;0.2;2.9;0.4;0;0;---;13.8;37.9
  05/1996;0;0.6;4.2;0.1;0.1;0;0;0;0;0;0;0.6;0.1;0;0;34.6;3.8;0;0;0;0;0;0.1;4.7;1.2;0;0;0;0;0;0;34.6;50.1
  06/1996;0;3.2;0.2;0;0;10.4;3.4;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.1;0;19.2;10.4;2.3;---;19.2;49.5
  07/1996;0.5;0;0.3;0.5;0;1.3;0;0.3;1.1;0;0.7;0;0;0;0;0;0;0;0;0;0.1;0.3;0.8;0;0;0;0;2.2;0;0.2;0;2.2;8.3
  08/1996;0;0;0;0;0;0;0;0;0;6.8;5.3;0.2;0.2;0;9.4;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;22
  09/1996;0;4.9;0;15.2;0;0;3.3;0;28.6;37;34.8;6.3;0.6;0;0;0;0.9;2.9;0;0;0;0;0;0.4;3.8;2.4;0.1;0;5.6;0;---;37;146.8
  10/1996;0;0;9.5;42.2;0;0;54.6;0;0;0;10.4;0;4.4;5.4;0;0;0;0;0;11.8;1.3;0.4;0;0.3;0;11.7;4.7;2.1;0;0;0;54.6;158.8
  11/1996;0;0;46.1;2.1;1.4;0;0;0;0;0;0.1;0.3;0.1;0.4;9;10.8;0;0;0;0;10;2.5;2.5;0.1;0;0.3;0;0;0;0;---;46.1;85.7
  12/1996;0;5.6;32.6;35.1;2.5;0.1;0.2;25.2;0;0;0;49.6;16.6;30.3;0;12.7;32.6;13.4;0;0;0.6;37.8;25.2;3.8;0;0;0;34;28.4;0;0.1;49.6;386.4
  01/1997;0;0;0;0;0;0;15.8;0.2;2.3;21.5;18.5;4.2;7;9.1;3.9;3.9;25.6;0;0;18.3;39.6;0.2;29.8;13.6;6.8;32;22.9;45.8;1.2;3.9;11.6;45.8;337.7
  02/1997;3.4;0;4.1;4;0;0;0;0;0;0;15.2;1.5;0.1;1.3;15.3;7.8;9.4;43.7;0.3;0;0;0;0;2.4;2.3;0;0;1;---;---;---;43.7;111.8
  03/1997;0.6;0.4;0;27.3;0;9.8;0;0.4;0;0;0;0;0;0.2;0;22.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;27.3;61.6
  04/1997;10.3;2;7.9;0;0.4;0;0;0.2;3.9;0;0;0;0;0;0;0;0;24.6;0;0;3.6;0.6;0;0;0;0;0;0;0;0;---;24.6;53.5
  05/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;44.4;2.6;0;0;20.6;2.1;6.5;44.4;78
  06/1997;7.9;0;0;2.2;38.1;11.1;0;0;0;0;0;0;0;0;4.4;4.4;0;0;0;10.7;7.8;0;0;0;0;0;0;8.9;8.1;3.8;---;38.1;107.4
  07/1997;5.9;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0;0;0;0;0;7.1;0;0;0;0;0;0;0;0;0;7.1;13.9
  08/1997;0;0;0;0;0;4.8;0;2.5;6.5;1.7;0.2;0;0;0;0;0;0;0;0;0;0;0.1;0;22.9;0;0;0;0;0;0;0;22.9;38.7
  09/1997;0;0;0;0;2.6;0.4;0;0;0;0;8;0.2;0;0.1;24.5;18.5;0;0;0.1;4.8;42.3;0.3;1.4;0;0.4;14.7;0.9;0;0;11.4;---;42.3;130.6
  10/1997;0;34.9;1.3;0.1;0;0.4;8.4;0.1;4;0;0;0;0;0;0;15.2;4.5;0.3;4.5;0.3;28;12.2;2.7;0;0;7.5;2;0;0;0;0;34.9;126.4
  11/1997;0;0.3;3.9;0.4;0;0;5.6;11.6;0;0;0;0;0;2.1;1.8;3.1;19.9;18.3;12.9;1;0;28;6.1;20.5;1.4;0.9;1.6;17.1;7.5;0;---;28;164
  12/1997;0;8.2;34;2.8;30.7;0;0;3.3;0;0;0;0;0.7;4;7.9;3.7;0;0.6;10.2;0;1;40.4;0;0.2;14.8;0;0;0;42;0;0;42;204.5
  01/1998;0;0.3;0;5.1;0;0;0;44.3;13.4;0.1;0.5;0;16.4;0;0;36.1;6.1;0.3;2.6;0;1;0;45.5;6.6;0;0;3.9;1.4;26;0;7;45.5;216.6
  02/1998;0.5;0;4.7;3;0;63.8;0;0;22.5;0.3;0;13;12.1;41.5;5.1;18.8;8.7;0.8;0;0;0;0.4;0.4;0;19;8.5;0;4;---;---;---;63.8;227.1
  03/1998;16.6;0;16.4;9.5;33.7;39.1;2;15.3;20.7;0;0;0.9;0;9.6;15.5;0.7;0;0;9.2;0;2.3;1.4;9.9;0;2.3;0.2;0;0;48.2;0.3;0.2;48.2;254
  04/1998;1.3;3.3;2.3;3.1;0;0;0;0;17.4;1.9;0;0;0;0;0;0;0.3;3.3;0;0;0;0;0;2.1;0;0;0;6.5;8.9;1.9;---;17.4;52.3
  05/1998;0;0;0;39;13.7;1.9;1.5;0.8;0;0;0;0;0;0;0;3.7;2.5;2.7;1.2;0;0;0;0;0;0;0;11.1;0;0;15.3;0.4;39;93.8
  06/1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.1;5.8;0;0;0;0;5.8;1.1;0;0;0;0;---;8.1;20.8
  07/1998;0;0;0;0;0;0;0;0;0.4;7.5;2.4;1;1;0;0.4;0;0;0;0;1.7;8;0;0;0;0;0;0;0;0;0.4;0;8;22.8
  08/1998;0;0;1.2;0;0.6;2.5;0;0;0.1;5.1;0;0;0;27.5;3.4;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0.1;27.5;40.8
  09/1998;0.2;0;0;0;1.5;2.4;9.2;3.7;30.4;1.5;0.1;0;0;0;1.8;6.6;0;0;3;21.1;5.4;1.9;2;0;0;0;0;2.8;5.1;3.9;---;30.4;102.6
  10/1998;12.5;0;0;15.9;7.1;11.4;28.5;28.6;21;0.1;0;5;0;0;0;0;3.7;20.1;7.2;0.1;0;0;0;0;1.2;0;18.3;0;0.3;0.1;6.2;28.6;187.3
  11/1998;0;1.2;0;5.3;0;0;0;0;19.7;0;4.8;0.1;0;0.1;0;0;0;0;5.2;0.2;0;2.8;0;0;0;0;4.7;0;0;0;---;19.7;44.1
  12/1998;0;0;0;0;12.7;33.5;0;0;0;18.2;26.5;5.4;1.1;0;0.9;0.8;4.5;0.2;0;0;0;0;2.2;5;8.2;5.3;0.1;0.1;0;0;0;33.5;124.7
  01/1999;0;59.9;1.4;0;4.2;27.1;20.1;21;37.3;1.5;0.2;3.3;1.2;0.1;32.6;2.6;2.5;0;1.8;0;0;0;0.5;0;0;0.5;6.2;1;1.5;0;2.2;59.9;228.7
  02/1999;0.8;0.1;9.8;0;0.3;0;6.8;0.1;0;23.3;37.7;0.3;0;1.6;13.2;0;0;0;0;0;30.9;0.4;27.5;3;29.8;20.6;82.6;0;---;---;---;82.6;288.8
  03/1999;4.6;40.9;17.1;0;0;0;0;0;0;39.4;22.6;33.8;3.2;0.1;0;0;0;0;0;0;0;0;0;19.3;0;0;0;0;0;0;0.2;40.9;181.2
  04/1999;0.1;0;0;2.2;0;0;0;0;6.3;1.4;0;0;0;0.1;54.8;14.5;3.4;0.6;0;0;0;0.4;0;0;0;0;0.3;0;0;0;---;54.8;84.1
  05/1999;0.1;0;0.1;0;0;0;39;0;0;0;0;0;2.7;4.5;0;0.1;0.1;0;0;0;0;0;0;0.1;0;1.2;0;0.1;0;2;0.8;39;50.8
  06/1999;1.5;0;0;0;0;1.1;11.2;0;0;0;0;0;0.5;0.1;24.1;0;0;0;0;5.5;48.1;0;0;0;0;0;0;0;0;0;---;48.1;92.1
  07/1999;0;0;0;0;20.8;14.9;2.5;3;0.1;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0.6;0;0;0;0.1;0;0;20.8;42.4
  08/1999;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.2;5.5;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;6.4
  09/1999;0;0;0;0;0;0;0;0;22.9;15.8;1.3;9.8;5.2;0;1.9;3.3;0;0;0;0;0;0;6.6;2.1;0;0;0;0;0;6.4;---;22.9;75.3
  10/1999;0;2.2;7.7;2.4;1.3;0;0;8;0.5;1.3;0;0;0;0;0;0;15;4.1;0;0.3;0;0;0;0;0;0;0;8.5;0;0;0;15;51.3
  11/1999;0;0;0;0;0;2.1;0;0;2.3;7.9;0.3;1.1;20.8;5;0.8;0;0;0;0;0;0;0;1.6;1.5;0.1;0.1;3.1;0;0;0;---;20.8;46.7
  12/1999;0;0;0;2.7;0;0;16;0.3;4.7;5.2;0.2;2.2;0.5;7.3;10.8;0;0;0;0;0;0;0;7.2;0;0.4;0;0;2.4;0;0;0;16;59.9
  01/2000;33.7;26;20.7;22.4;9.7;4.9;16.6;1.1;18.1;0;18.3;0;117.1;7.9;0.5;1.7;4.7;8.6;0;17.8;0.1;0;0.2;0;0;22.6;35;0.9;0;0;0;117.1;388.6
  02/2000;5.5;6.8;0;0;38.4;2;0;0.3;0;6.6;24;8.4;32.8;12;0;0.8;39;7.2;0;0;0;0;20.9;19.4;0;0;0;21.9;21.1;---;---;39;267.1
  03/2000;55.8;0;0;46.2;0;2.6;0;45.9;1.9;0;0;0.3;0;0;0.7;0;8.1;5.8;25.4;0.2;0;0.1;2.2;0;0;0.2;0.8;0;7.3;2.6;12.8;55.8;218.9
  04/2000;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0.8;0;0.2;0.2;0;0.1;0;0;---;3.6;6.4
  05/2000;0;0;0;0;0;0;2.5;0;1;0;1.1;0;0.1;0.1;0.1;0.1;0;0;1.8;2.2;0.3;0;0;0;0;0;0;0;0;0.1;0;2.5;9.4
  06/2000;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;16.3;1.1;0.2;0;0;0;0;0.1;0;0;---;16.3;20.4
  07/2000;0;0.1;0;0.5;0;0;0;0;0;0;0;0;0.8;0;0;24.7;0;0.3;0.1;0;0;0;20.5;11;0;0.1;0;0;0;0.2;0;24.7;58.3
  08/2000;0;0;0;0;0;0;0;1.3;0;0.5;2.6;0.9;0.8;0;0;14.3;0.1;0.2;0.9;0;0;0;0;0;0;0;0;30.4;16.4;0;0;30.4;68.4
  09/2000;2.1;31.5;14.3;5.6;0;0;0;0;0;0;0;0;23.3;19.6;0.3;4.1;1.8;2.6;0;0;0;0;0;0;1.9;0.5;0;0;0;0.1;---;31.5;107.7
  10/2000;0.1;0;0;0;34.7;2.4;0;0;0;0;9.5;0;0;0.6;0;0;0;7.4;0;4;0.5;0;0;17.8;44.1;0;1.2;0;1.1;0;0;44.1;123.4
  11/2000;0;0;0;1.1;0;0;2;0;0;4.3;0;0;3.1;63.3;4.8;0;0;30.6;19;0;0;21.9;0;0;35;35.1;11.8;0;0.5;14.1;---;63.3;246.6
  12/2000;1.4;0.4;0;0;7.6;13.8;0;0;0;7.4;0.6;0;4.6;14.1;2.1;10.1;114;17.1;0;0;0;0;0;0;26.5;0.1;0;4.9;0.3;4;35;114;264
  01/2001;3.1;0;0;0;0.8;0;0;0;11;35.3;0;0;0;3.5;0;0;0;0.2;0.1;0;0;0;0;3;25.2;7.7;0;34.8;15.7;0;0.4;35.3;140.8
  02/2001;1.1;5;0;12.6;12.8;38;14;0.3;0;1.1;6.3;7.6;27.1;0;0.6;10.1;10.3;1.4;0.8;1.7;0;0;0.1;0.1;2.9;1.9;0.1;0;---;---;---;38;155.9
  03/2001;0.1;0;10.1;0;0;0.6;0;28.1;16;4.4;0.1;0.1;0;0.1;0.1;7.4;0;17.7;0;0;21.7;4.5;2.8;0.8;43.3;0;5.7;1;33;0.5;0;43.3;198.1
  04/2001;0;21.8;1.2;0;0;12;0;0;0;0.4;0;0.2;0;0;0;0;0.1;0.2;0;0;0;0;2;0;6;0;0;0;0;0;---;21.8;43.9
  05/2001;0;0;0;0;2.8;0;0.6;2.1;0.2;0;3.3;5.3;48.7;2.6;0;2.2;9.5;0.2;0.3;0.2;0;0.1;0.2;0;0;0;0;12.3;0;0;0;48.7;90.6
  06/2001;0.1;0;0;0;0;0;0;0;0;7;0;0;0.1;0.1;0;0;0;4.2;2.7;0;0;0;0;0;0;0;12.2;0;0;0;---;12.2;26.4
