Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1945-11-30
Data Final: 2022-05-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);
1992-11-30;16;213.8;25.496667;20.458;16.64;76.658333;
1992-12-31;12;201;26.803226;21.017419;16.929032;72.822581;
1993-01-31;17;248.7;28.13871;23.181935;19.445161;73.266129;
1993-02-28;22;265.6;26.467857;22.03;18.675;78.464286;
1993-03-31;16;92.5;27.777419;22.467742;18.896774;76.508065;
1993-04-30;8;118.4;26.553333;21.192667;17.456667;78.158333;
1993-05-31;11;101.2;23.090323;18.252258;14.219355;75.209677;
1993-06-30;10;57.5;21.34;16.463333;11.926667;75.866667;
1993-07-31;5;15.2;22.977419;17.576774;12.709677;69.927419;
1993-08-31;5;52.1;22.670968;16.222581;10.816129;68.217742;
1993-09-30;15;206.7;22.456667;17.414667;13.5;80.383333;
1993-10-31;13;148.5;26.929032;20.733548;15.748387;70.879032;
1993-11-30;10;96.2;28.77;22.756;17.62;66.341667;
1993-12-31;20;180.3;27.145161;21.89871;17.506452;75.540323;
1994-01-31;20;231.9;27.274194;21.789032;17.458065;78.080645;
1994-02-28;15;170.8;30.553571;24.366429;19.507143;71.857143;
1994-03-31;17;252.3;26.496774;21.394194;17.048387;77.814516;
1994-04-30;12;99.9;25.313333;20.092;15.663333;79.675;
1994-05-31;8;40.7;24.377419;19.129032;13.864516;78.379032;
1994-06-30;7;31.9;21.616667;15.583333;9.13;75.975;
1994-07-31;4;26.1;23.641935;16.855484;9.341935;68.629032;
1994-08-31;5;3.1;23.654839;16.777419;11.03871;71.193548;
1994-09-30;2;1.3;26.573333;19.733333;14.413333;65.566667;
1994-10-31;12;126.8;27.383871;21.026452;16.458065;74.532258;
1994-11-30;10;122.8;27.373333;21.437333;17.006667;72.366667;
1994-12-31;16;311.1;29.003226;23.331613;19.1;74.451613;
1995-01-31;20;379;29.341935;23.971613;20.3;77.580645;
1995-02-28;20;445.5;27.410714;23.057857;20.110714;81.642857;
1995-03-31;16;304.1;27.096774;22.059355;18.53871;78.459677;
1995-04-30;8;64.9;25.88;20.496667;16.88;75.483333;
1995-05-31;11;74.4;23.006452;18.203226;14.93871;79.290323;
1995-06-30;5;58.7;22.83;17.296;13.01;72.316667;
1995-07-31;6;47.1;23.977419;18.565806;14.496774;83.008065;
1995-08-31;2;16.7;26.822581;20.147742;14.935484;70.758065;
1995-09-30;9;41.5;24.66;18.696667;14.303333;74;
1995-10-31;14;229.9;24.232258;18.880645;15.458065;77.822581;
1995-11-30;12;97.7;26.5;21.086;17.026667;71.541667;
1995-12-31;17;202;27.112903;21.804516;18.070968;74.548387;
1996-01-31;21;354.9;29.154839;23.683871;20.048387;75.370968;
1996-02-29;18;305.6;28.665517;23.251034;19.658621;78.87931;
1996-03-31;21;396.8;27.396774;22.336129;19.367742;81.475806;
1996-04-30;11;81.7;26.056667;21.134;17.643333;75.166667;
1996-05-31;5;33.1;22.490323;17.729677;14.458065;78.145161;
1996-06-30;8;54.1;22.03;16.964;13.426667;75.125;
1996-07-31;11;7.2;20.306452;15.017419;11.151613;74.846774;
1996-08-31;5;31.6;23.490323;16.647097;11.932258;72;
1996-09-30;13;178.9;22.776667;17.776;14.543333;77.341667;
1996-10-31;12;154;25.632258;20.103226;16.116129;73.870968;
1996-11-30;10;93.9;25.806667;20.553333;16.626667;74.65;
1996-12-31;22;331.4;28.348387;22.86;19.019355;75.774194;
1997-01-31;23;313.3;27.587097;22.589677;19.290323;79.798387;
1997-02-28;16;181.1;29.157143;23.282143;19.182143;74.324074;
1997-03-31;8;76;27;21.404516;17.66129;73.548387;
1997-04-30;8;71.6;25.613333;20.217333;16.056667;71.316667;
1997-05-31;7;75;22.825806;17.848387;14.225806;75.33871;
1997-06-30;11;122.5;20.953333;16.549333;12.376667;74.741667;
1997-07-31;3;10;23.716129;18.210323;13.458065;67.056452;
1997-08-31;4;22.3;24.996774;18.365161;13.022581;63.790323;
1997-09-30;11;140.9;25.503333;19.653333;15.036667;67.725;
1997-10-31;14;96.1;26.083871;20.410968;16.370968;73.935484;
1997-11-30;21;220.1;27.886667;22.488;18.48;75.591667;
1997-12-31;13;255.4;29.893548;23.949032;19.222581;69.612903;
1998-01-31;18;200.6;30.725806;24.589677;20.26129;70.828125;
1998-02-28;23;394.2;29.425;24.013571;19.959259;77.321429;
1998-03-31;18;252.9;29.054839;23.202581;19.406452;74.927419;
1998-04-30;11;92.8;26.273333;21.238667;17.68;72.658333;
1998-05-31;13;130;22.474194;17.642581;13.751613;72.983871;
1998-06-30;3;16.1;21.09;16.065333;12.256667;72.258333;
1998-07-31;7;10.1;22.651613;16.936774;13.136667;72.467742;
1998-08-31;7;42.5;26.487097;19.531613;14.864516;71.903226;
1998-09-30;15;95;24.983333;18.964667;15.176667;76.566667;
1998-10-31;14;216.4;25.267742;19.139355;15.387097;78.669355;
1998-11-30;8;38.6;27.263333;20.359333;15.94;73.05;
1998-12-31;14;241.2;29.619355;22.963871;18.541935;73.782258;
1999-01-31;19;319.1;30.790323;23.729677;19.670968;79.16129;
1999-02-28;20;369.8;30.914286;23.712857;19.589286;77.732143;
1999-03-31;11;187.3;29.954839;23.171613;19.154839;74.427419;
1999-04-30;8;35.8;27.35;20.336667;16.14;72.483333;
1999-05-31;6;35.5;24.183871;17.376129;12.796774;69.717742;
1999-06-30;8;84.3;23.17;16.548667;12.316667;77.816667;
1999-07-31;6;25.6;24.532258;17.295484;12.703226;73.33871;
1999-08-31;1;1.4;25.996774;17.204516;11.609677;64.887097;
1999-09-30;8;80.1;24.98;18.794667;14.693103;68.266667;
1999-10-31;13;62;23.054839;17.934839;14.286667;75.516129;
1999-11-30;13;101.4;24.816667;18.976667;14.683333;69.425;
1999-12-31;16;74.6;27.906452;22.252903;18.464516;71.41129;
2000-01-31;19;328.3;27.790323;22.54;19.093548;76.330645;
2000-02-29;16;246.6;27.110345;22.266897;19.182759;79.146552;
2000-03-31;16;100.1;26.380645;21.54129;18.380645;77.862903;
2000-04-30;6;6.3;26.323333;20.504;16.56;69.325;
2000-05-31;5;9.3;23.087097;17.885161;13.93871;69.16129;
2000-06-30;3;12.2;24.276667;18.224667;13.8;66.825;
2000-07-31;3;65.6;21.467742;15.291613;10.925806;67.072581;
2000-08-31;9;86.3;23.6;17.080645;12.267742;68.379032;
2000-09-30;11;111.1;23.876667;18.144;14.386667;75.433333;
2000-10-31;10;59;28.806452;22.024516;17.690323;69.693548;
2000-11-30;10;186;27.033333;21.457333;17.853333;74.125;
2000-12-31;16;249.7;28.245161;22.463871;18.422581;74.209677;
2001-01-31;16;144.2;30.245161;24.049032;19.877419;70.887097;
2001-02-28;17;290.1;29.964286;24.055714;20.160714;76;
2001-03-31;15;138.5;30.016129;23.689032;19.512903;72.862903;
2001-04-30;3;32.9;28.343333;22.495333;18.566667;68.066667;
2001-05-31;11;86.1;22.990323;18.293548;14.877419;74.580645;
2001-06-30;5;24.5;22.97;17.517333;13.773333;73.958333;
2001-07-31;9;41;23.541935;17.270323;12.63871;71.298387;
2001-08-31;5;32.8;25.193548;18.636774;14.074194;66.701613;
2001-09-30;12;88.5;24.226667;18.506;14.616667;73.491667;
2001-10-31;9;204.3;26.906452;20.292903;15.958065;70.112903;
2001-11-30;13;185.2;27.4;21.646667;17.956667;74.275;
2001-12-31;18;187;26.9;21.725161;18.203226;76.370968;
2002-01-31;19;284.8;28.019355;22.8;19.174194;75.41129;
2002-02-28;20;172.5;26.839286;21.827857;18.6;78.866071;
2002-03-31;16;326.5;30.2;24.139355;19.767742;70.766129;
2002-04-30;3;53.5;28.68;23.012;19.16;69.983333;
2002-05-31;12;93;24.941935;19.588387;16.158065;73.766129;
2002-06-30;2;1.3;25.28;19.518;15.563333;68.008333;
2002-07-31;3;22.9;22.435484;16.440645;12.622581;76.879032;
2002-08-31;6;46.4;27.03871;20.283871;15.845161;70.241935;
2002-09-30;11;54.8;24.57;18.068667;13.743333;71.041667;
2002-10-31;10;124.9;30.480645;23.203226;18.06129;64.41129;
2002-11-30;16;226.5;27.96;22.022;17.926667;69.55;
2002-12-31;16;235.3;29.235484;23.252903;19.222581;70.201613;
2003-01-31;23;317.2;27.522581;22.743871;19.306452;76.217742;
2003-02-28;12;109.4;31.607143;25.362143;21.185714;65.205357;
2003-03-31;19;126.5;27.783871;22.410968;18.958065;72.677419;
2003-04-30;5;45.6;26.526667;21.383333;17.65;70.8;
2003-05-31;5;33.1;23.641935;18.236774;14.222581;69.645161;
2003-06-30;4;16;25.056667;19.064;14.943333;71.841667;
2003-07-31;1;19;23.632258;17.823226;13.464516;65.758065;
2003-08-31;10;25.3;22.096774;16.072903;11.809677;68.822581;
2003-09-30;7;34.5;24.43;18.281333;14.28;71.116667;
2003-10-31;10;126.7;26.46129;20.13871;15.93871;72.258065;
2003-11-30;14;99.3;26.686667;20.980667;17.073333;73.025;
2003-12-31;17;139.8;28.351613;22.538065;18.874194;74.709677;
2004-01-31;18;284.5;26.748387;21.538065;18.36129;81.620968;
2004-02-29;15;335.6;26.931034;21.516552;17.962069;79.491379;
2004-03-31;17;130.7;26.796774;21.083226;17.590323;79.524194;
2004-04-30;14;123.4;26.556667;21.386667;17.95;78.791667;
2004-05-31;13;60.1;22.087097;17.250968;14.190323;81.314516;
2004-06-30;8;66.8;22.343333;16.814;12.736667;72.716667;
2004-07-31;8;97.4;21.164516;16.092258;12.529032;76.137097;
2004-08-31;1;2.7;24.358065;17.629677;12.890323;67.653226;
2004-09-30;4;9.3;28.763333;21.226667;16.333333;64;
2004-10-31;16;97.4;24.816129;19.322581;15.516129;74.758065;
2004-11-30;12;173.6;26.533333;20.998;17.11;72.583333;
2004-12-31;17;262.9;27.093548;21.490968;17.712903;77.008065;
2005-01-31;21;312.1;27.354839;22.501935;19.348387;79.056452;
2005-02-28;11;99.9;28.164286;22.188571;18.217857;72.8125;
2005-03-31;14;286.6;27.729032;22.477419;19.083871;75.225806;
2005-04-30;9;133.2;27.626667;22.262667;18.726667;73.65;
2005-05-31;7;199;25.151613;19.68;15.667742;71.225806;
2005-06-30;4;30.4;24.036667;18.701333;14.786667;72.45;
2005-07-31;5;13.7;22.351613;17.00129;13.006452;70.225806;
2005-08-31;3;9.5;26.151613;19.452258;14.658065;64.08871;
2005-09-30;13;138.8;23.403333;18.109333;14.48;78.05;
2005-10-31;15;172.1;26.767742;21.050968;17.380645;77.975806;
2005-11-30;9;106.1;26.203333;20.599333;16.836667;74.875;
2005-12-31;15;228.2;26.877419;21.091613;17.183871;74.83871;
2006-01-31;14;348;29.719355;23.738065;19.806452;72.056452;
2006-02-28;13;166;28.660714;23.612857;20.185714;77.848214;
2006-03-31;21;607.9;28.658065;22.786452;19.241935;82.653226;
2006-04-30;4;51.1;25.983333;20.558667;16.973333;74.091667;
2006-05-31;3;15;22.16129;17.040645;13.448387;74.435484;
2006-06-30;2;24.2;22.906667;17.254667;13.373333;71.366667;
2006-07-31;7;71;24.354839;18.104516;13.274194;67.120968;
2006-08-31;4;5.8;25.325806;18.86;14.125806;63.637097;
2006-09-30;7;77.7;24.75;18.480667;14.25;69.425;
2006-10-31;12;100.4;26.151613;20.215484;16.625806;75.008065;
2006-11-30;15;230.7;26.65;20.926;17.173333;74.15;
2006-12-31;18;311.5;28.319355;22.661935;19.312903;77.120968;
2007-01-31;18;213.5;27.425806;22.793548;19.764516;78.024194;
2007-02-28;10;285.9;29.975;23.732143;19.378571;71.696429;
2007-03-31;11;185.4;30.716129;24.089032;19.816129;68.774194;
2007-04-30;9;124.8;27.26;21.862;18.506667;76.65;
2007-05-31;8;59;23.083871;17.76129;13.993548;74.693548;
2007-06-30;4;30.7;25.003333;18.626667;14.02;65.808333;
2007-07-31;9;148.3;22.180645;16.484516;12.309677;69.354839;
2007-08-31;0;0;25.390323;18.461935;13.758065;64.895161;
2007-09-30;4;15.7;27.86;20.475333;15.563333;64.358333;
2007-10-31;13;109.3;28.290323;21.29871;16.983871;71.790323;
2007-11-30;16;219.9;26.09;20.338667;16.726667;75.858333;
2007-12-31;13;230.9;28.703226;22.709677;18.677419;72.266129;
2008-01-31;19;318.5;26.66129;21.599355;18.445161;77.629032;
2008-02-29;18;236.3;28.289655;22.666207;19.003448;76.62931;
2008-03-31;16;180.8;27.387097;22.131613;18.625806;75.491935;
2008-04-30;12;96.6;25.986667;21.069333;17.513333;74.675;
2008-05-31;7;80.3;22.925806;17.734194;13.929032;70.741935;
2008-06-30;8;78.2;22.55;17.020667;13.253333;76.75;
2008-07-31;0;0;24.322581;17.496774;12.551613;62.91129;
2008-08-31;8;78.5;24.996774;18.853548;14.577419;69.725806;
2008-09-30;11;43.9;23.52;17.837333;13.993333;71.3;
2008-10-31;13;161.4;26.835484;20.801935;16.803226;75.540323;
2008-11-30;14;165.1;26.356667;20.723333;17.16;77.583333;
2008-12-31;12;220.2;27.274194;21.251613;17.16129;76.08871;
2009-01-31;17;351.8;27.283871;22.403871;18.86129;82.782258;
2009-02-28;16;200.2;29.342857;23.729286;19.928571;75.455357;
2009-03-31;12;125.7;28.746667;23.6536;19.989286;77.092593;
2009-04-30;10;69.6;25.566667;20.358182;16.87037;79.115385;
2009-05-31;8;50;25.214286;19.62;15.542308;78.956522;
2009-06-30;6;49.8;21.408696;15.829;11.66;78.043478;
2009-07-31;16;179.7;21.976;17.153043;13.358333;83.32;
2009-08-31;9;102.8;24.5;18.277419;13.751613;68.475806;
2009-09-30;12;192.2;25.08;19.729333;16.143333;77.258333;
2009-10-31;13;154.5;25.483871;19.996774;16.467742;79.048387;
2009-11-30;16;177.3;29.92;24.104;20.313333;73.383333;
2009-12-31;15;363.7;28.312903;22.617419;19.209677;77.959677;
2010-01-31;26;480.5;28.983871;23.391613;19.848387;80.33871;
2010-02-28;14;296.5;30.878571;24.685;20.592857;69.964286;
2010-03-31;18;184.5;28.803226;23.016774;19.416129;74.516129;
2010-04-30;10;124.5;25.693333;20.624667;17.02;74.125;
2010-05-31;8;65.2;23.732258;18.423871;14.832258;74.548387;
2010-06-30;4;13.1;22.726667;16.820667;12.726667;70.166667;
2010-07-31;5;93.5;24.21;18.363226;14.164516;71.129032;
2010-08-31;2;.4;24.16129;17.489677;12.816129;64.33871;
2010-09-30;10;104.8;25.996667;19.715333;15.52;70.483333;
2010-10-31;11;70.1;24.570968;18.591613;14.909677;75.137097;
2010-11-30;11;109.6;27.28;21.056667;16.973333;72.041667;
2010-12-31;18;343.1;28.354839;22.912903;19.3;77.846774;
2011-01-31;19;493.7;29.490323;23.854194;20.383871;78.185484;
2011-02-28;12;311.5;30.446429;24.360714;20.325;72.839286;
2011-03-31;14;164;25.923333;21.702667;18.893333;80.6;
2011-04-30;10;133;27.246667;21.75037;18.056667;75.525;
2011-05-31;5;30.4;22.990323;17.690323;14.283871;75.16129;
2011-06-30;4;81.6;22.29;15.961333;11.503333;72.658333;
2011-07-31;2;4.5;23.716129;17.483226;13.090323;70.967742;
2011-08-31;8;46.3;24.941935;18.303871;13.758065;69.895161;
2011-09-30;2;7.4;25.79;18.246;13.56;67.208333;
2011-10-31;14;149.6;26.264516;20.216774;16.432258;72.733871;
2011-11-30;6;141.3;26.19;20.013333;15.81;71.125;
2011-12-31;14;136.8;27.758065;22.199355;18.254839;69.854839;
2012-01-31;20;332.6;27.045161;21.443871;17.919355;77.975806;
2012-02-29;14;224.2;30.696552;24.485517;20.131034;71.577586;
2012-03-31;10;187.6;28.835484;22.409677;18.225806;73.153226;
2012-04-30;11;155.9;26.9;21.237333;17.87;78.283333;
2012-05-31;10;82.7;23.1;18.083226;14.593548;77.322581;
2012-06-30;10;233.7;22.216667;17.806;14.403333;81.05;
2012-07-31;8;74.7;23.425806;17.717419;13.341935;70.16129;
2012-08-31;1;.3;25.693548;18.949032;14.258065;65.306452;
2012-09-30;3;19.2;27.34;20.206667;15.446667;64.4;
2012-10-31;9;128.3;29.403448;22.271034;17.490323;69.83871;
2012-11-30;10;91.6;26.446667;20.842;17.173333;75.533333;
2012-12-31;18;401.9;30.151613;24.517419;20.748387;75.370968;
2013-01-31;19;169.2;26.832258;21.986452;18.9;79.354839;
2013-02-28;18;278;29.353571;23.280714;19.15;75.464286;
2013-03-31;17;174.5;27.13;21.982;18.683871;78.822581;
2013-04-30;8;70.7;null;null;16.4;75.45;
2013-05-31;5;42.5;null;null;15.06129;74.741935;
2013-06-30;10;143.2;22.763333;18.214667;15.03;80.283333;
2013-07-31;11;90.9;21.719355;16.292903;12.045161;75.5;
2013-08-31;4;7.7;24.803226;17.900645;12.677419;64.040323;
2013-09-30;8;81.3;25.063333;19.187333;14.74;68.275;
2013-10-31;9;126.6;24.987097;19.856129;16.012903;72.693548;
2013-11-30;13;123.6;26.966667;21.571333;17.62;73.291667;
2013-12-31;6;83.1;28.896774;23.251613;19.425806;70.943548;
2014-01-31;3;237.9;31.919355;24.962581;19.66129;67.677419;
2014-02-28;null;197.6;31.832143;25.470714;21.142857;62.741071;
2014-03-31;null;226.9;28.832258;23.073548;19.474194;75.645161;
2014-04-30;null;79.7;26.41;21.062;17.613333;75.016667;
2014-05-31;null;46;23.574194;18.681935;14.912903;73.653226;
2014-06-30;null;9.7;23.653333;18.513333;14.533333;72.841667;
2014-07-31;null;21.4;21.974194;17.034194;13.4;71.870968;
2014-08-31;null;29.6;24.9;18.364516;13.293548;65.241935;
2014-09-30;null;58.7;26.93;20.382;15.75;68.308333;
2014-10-31;null;25.2;28.680645;21.532903;16.648387;62.846774;
2014-11-30;null;117.5;27.126667;21.458;17.856667;73.433333;
2014-12-31;null;203.1;29.170968;23.297419;19.241935;70.032258;
2015-01-31;null;156.2;31.490323;25.218065;21.148387;68.774194;
2015-02-28;null;273;29.007143;23.555;19.935714;74.776786;
2015-03-31;null;332.7;27.248387;22.167097;19.012903;78.75;
2015-04-30;null;108.1;25.966667;20.837333;17.783333;77.35;
2015-05-31;null;50.7;22.867742;18.596774;15.612903;78.629032;
2015-06-30;null;20.3;23.22;18.07;14.073333;73.725;
2015-07-31;null;65.1;22.832258;17.887097;14.209677;74.491935;
2015-08-31;null;31.6;26.316129;19.9;14.887097;62.5;
2015-09-30;null;201.7;26.673333;21.000667;16.62;70.066667;
2015-10-31;null;92.1;27.832258;21.905806;17.819355;72.322581;
2015-11-30;null;247.2;27.04;22.194;18.85;80.3;
2015-12-31;null;318.1;28.96129;23.519355;19.741935;76.322581;
2016-01-31;null;175.9;27.929032;22.957419;19.16129;76.991935;
2016-02-29;null;275.1;29.817241;24.46;20.555172;76.008621;
2016-03-31;null;256.6;28.548387;23.16129;19.2;77.193548;
2016-04-30;null;2.4;29.456667;23.674;18.966667;66.416667;
2016-05-31;null;105.7;22.887097;18.039355;14.283871;77.75;
2016-06-30;null;206.8;20.94;15.436667;11.24;77.916667;
2016-07-31;null;6.4;23.93871;17.685806;12.554839;64.564516;
2016-08-31;null;82.4;24.341935;18.075484;13.035484;68.548387;
2016-09-30;null;22.2;24.476667;18.532667;14.32;72.141667;
2016-10-31;null;104.1;26.458065;20.498065;16.174194;76.274194;
2016-11-30;null;166.8;26.516667;20.683333;16.4;75.45;
2016-12-31;null;165.4;29.680645;23.28;18.432258;68.709677;
2017-01-31;null;454;28.219355;23.241935;19.093548;81.791667;
2017-02-28;null;127.3;30.475;24.572143;19.614286;67.544643;
2017-03-31;null;160.4;27.341935;22.101935;17.764516;75.41129;
2017-04-30;null;143.1;24.896667;20.326;17.036667;78.45;
2017-05-31;null;153.4;23.141935;18.810323;15.609677;79.983871;
2017-06-30;null;102.9;22.793333;17.851333;14.163333;75.508333;
2017-07-31;null;.8;22.229032;16.613548;12.306452;70.306452;
2017-08-31;null;60.5;22.909677;17.690968;13.683871;71.685484;
2017-09-30;null;11.1;28.72;21.510667;16.27;58.575;
2017-10-31;null;149.4;27.129032;21.647097;17.387097;74.370968;
2017-11-30;null;159.8;26.76;21.008;16.603333;71.658333;
2017-12-31;null;151.3;27.932258;22.859355;19.393548;76.08871;
2018-01-31;null;244.3;27.993548;23.039355;19.529032;78.629032;
2018-02-28;null;102.2;27.464286;22.542857;18.932143;75.3125;
2018-03-31;null;220.5;29.564516;23.847097;20.274194;77.564516;
2018-04-30;null;28;26.876667;21.356;17.753333;72.241667;
2018-05-31;null;10.8;25.022581;19.222581;15.241935;71.370968;
2018-06-30;null;12.7;23.516667;18.56;14.633333;72.441667;
2018-07-31;null;24.2;25.070968;18.672258;14.151613;65.080645;
2018-08-31;null;48.8;22.287097;17.13871;13.277419;71.645161;
2018-09-30;null;72.8;25.83;19.378667;15.543333;73.841667;
2018-10-31;null;121;24.780645;19.89871;16.835484;83.185484;
2018-11-30;null;101.7;26.426667;21.136;17.786667;76.066667;
2018-12-31;null;191.1;29.783871;23.643871;19.254839;68.032258;
2019-01-31;null;305.9;31.851613;25.21871;20.422581;74.048387;
2019-02-28;null;323.2;28.557143;23.212143;19.557143;75.375;
2019-03-31;null;239.6;28.416129;22.88129;19.267742;76.83871;
2019-04-30;null;148.1;27.83;22.485333;18.92;74.608333;
2019-05-31;null;53.7;25.635484;20.631613;17.183871;74.766129;
2019-06-30;null;42.3;24.293333;19.146667;15.296667;69.025;
2019-07-31;null;156;23.170968;17.211613;12.848387;66.935484;
2019-08-31;null;3.3;23.880645;17.861935;13.558065;70.185484;
2019-09-30;null;78.5;25.873333;20.139333;16.043333;72.733333;
2019-10-31;null;46.2;29.103226;22.460645;17.858065;70.620968;
2019-11-30;null;111.2;27.293333;21.557333;17.906667;75.783333;
2019-12-31;null;266.5;28.258065;22.734194;19.051613;75.145161;
2020-01-31;null;287.4;28.503226;23.214194;19.383871;75.241935;
2020-02-29;null;505.7;27.010345;22.578261;19.526087;83.5;
2020-03-31;null;null;27.826087;21.89913;18.173913;74.532609;
2020-04-30;null;null;null;null;null;null;
2020-05-31;null;null;null;null;null;null;
2020-06-30;null;null;null;null;null;null;
2020-07-31;null;null;null;null;null;null;
2020-08-31;null;null;null;null;null;null;
2020-09-30;null;null;null;null;null;null;
2020-10-31;null;null;null;null;null;null;
2020-11-30;null;null;null;null;null;null;
2020-12-31;null;null;null;null;null;null;
2021-01-31;null;null;null;null;null;null;
2021-02-28;null;null;null;null;null;null;
2021-03-31;4;null;null;null;null;null;
2021-04-30;null;null;null;null;null;null;
2021-05-31;null;null;null;null;null;null;
2021-06-30;2;null;20.873333;null;13.225;null;
2021-07-31;2;null;22.613636;15.994118;10.882609;72;
2021-08-31;6;44.4;24.832143;19.083077;14.735714;67.8125;
2021-09-30;6;39.5;28.407692;20.666364;16.938462;null;
2021-10-31;11;91.9;24.457692;19.381818;16.146154;null;
2021-11-30;7;98.6;27.242308;21.189474;17.464;null;
2021-12-31;11;127.3;26.77037;21.31619;18.334615;null;
2022-01-31;20;357.2;28.523077;23.158095;20.207692;null;
2022-02-28;10;68.1;29.054167;23.196;19.795833;null;
2022-03-31;12;213.9;29.937037;24.680909;20.276923;null;
2022-04-30;3;null;null;null;null;null;
2022-05-31;7;42.3;23.328;17.707368;13.266667;null;

